Nquest,Weight,City,State,Region,Age Group,Education Level,Socioeconomic Class,Income Group,Internet Access,Ethnicity,Marital Status,Sexual Orientation,Religion,Gender,Children,P1 Count,P1 Count Label
200479040,2.198768357,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,C2,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,White,Married,Heterosexual,Afro-Brazilian,Woman,Children,12,Heavy user (14-8)
200480609,1.282963065,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,11,Heavy user (14-8)
200481964,1.795120196,São Paulo,São Paulo,Sudeste,60 +,Higher Education,B1,"From R$ 14,121.00 to R$ 28,240.00",Sometimes connected,White,Married,Heterosexual,Spiritist | Kardecist,Woman,No children,9,Heavy user (14-8)
200482117,1.929867019,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,Heterosexual,Catholic,Man,Children,6,Medium user (7-4)
200482898,1.197581862,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Single,Heterosexual,Afro-Brazilian,Woman,No children,5,Medium user (7-4)
200484440,1.124185515,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,3,Low user (3-1)
200484500,2.640879181,São Paulo,São Paulo,Sudeste,16 a 24,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Single,LGBTQIAPN+,Catholic,Woman,No children,8,Heavy user (14-8)
200488400,2.0408315,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,White,Single,Heterosexual,Catholic,Man,No children,8,Heavy user (14-8)
200489027,2.479027293,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,White,Single,Heterosexual,Atheist / No religion,Woman,No children,4,Medium user (7-4)
200496424,1.795120196,São Paulo,São Paulo,Sudeste,60 +,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,Heterosexual,Catholic,Woman,No children,7,Medium user (7-4)
200499187,1.137338137,São Paulo,São Paulo,Sudeste,25 a 34,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Black,Married,Heterosexual,Catholic,Man,No children,10,Heavy user (14-8)
200551725,1.190808221,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Separated,Heterosexual,Evangelical,Woman,Children,6,Medium user (7-4)
200567443,0.882444762,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Married,Heterosexual,Atheist / No religion,Woman,Children,3,Low user (3-1)
200569058,0.991454457,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
200569767,0.353044807,São Paulo,São Paulo,Sudeste,16 a 24,Elementary,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Indigenous,Married,Heterosexual,Evangelical,Man,No children,2,Low user (3-1)
200570652,0.635384138,São Paulo,São Paulo,Sudeste,60 +,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Black,Married,Heterosexual,Spiritist | Kardecist,Man,Children,2,Low user (3-1)
200570694,2.101687337,São Paulo,São Paulo,Sudeste,25 a 34,Elementary,C2,"Up to R$ 1,412.00",Almost always connected,Mixed,Single,Heterosexual,Undefined,Man,Children,4,Medium user (7-4)
200571444,1.69917494,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Single,Heterosexual,Evangelical,Man,Children,9,Heavy user (14-8)
200571616,1.190808221,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Single,Heterosexual,Undefined,Man,No children,5,Medium user (7-4)
200571811,1.395132753,São Paulo,São Paulo,Sudeste,60 +,Secondary,A,Don’t know,Almost always connected,White,Married,Heterosexual,Catholic,Woman,Children,3,Low user (3-1)
200572304,1.452540873,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,B2,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,Black,Married,Heterosexual,Catholic,Man,Children,5,Medium user (7-4)
200572397,1.446491825,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Married,Heterosexual,Undefined,Woman,No children,7,Medium user (7-4)
200572762,1.510750937,São Paulo,São Paulo,Sudeste,60 +,Elementary,C2,"From R$ 2,825.00 to R$ 4,236.00",Never connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,0,No user (0)
200572794,2.479027293,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,White,Married,Heterosexual,Catholic,Woman,Children,7,Medium user (7-4)
200573064,1.387241745,São Paulo,São Paulo,Sudeste,60 +,Secondary,B1,"From R$ 14,121.00 to R$ 28,240.00",Always connected,White,Married,Heterosexual,Evangelical,Man,Children,3,Low user (3-1)
200573533,1.70884031,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C2,"Up to R$ 1,412.00",Sometimes connected,White,Married,Heterosexual,Catholic,Woman,Children,0,No user (0)
200573846,0.934741163,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Single,Heterosexual,Undefined,Man,No children,3,Low user (3-1)
200573994,2.198768357,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,B2,"From R$ 14,121.00 to R$ 28,240.00",Always connected,White,Single,Heterosexual,Catholic,Woman,Children,10,Heavy user (14-8)
200574041,1.132466712,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,5,Medium user (7-4)
200574282,2.603883699,São Paulo,São Paulo,Sudeste,60 +,Elementary,D/E,Refused to answer,Never connected,White,Widowed,Heterosexual,Catholic,Man,Children,0,No user (0)
200574464,1.860982132,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Never connected,Mixed,Widowed,Heterosexual,Evangelical,Woman,Children,0,No user (0)
200575083,1.69917494,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Separated,Heterosexual,Evangelical,Man,Children,1,Low user (3-1)
200575316,1.850456233,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,3,Low user (3-1)
200575322,0.883917238,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,B2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Black,Married,Heterosexual,Evangelical,Man,No children,7,Medium user (7-4)
200575778,0.817550083,São Paulo,São Paulo,Sudeste,60 +,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Black,Married,Heterosexual,Catholic,Man,Children,7,Medium user (7-4)
200575992,1.61484751,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Asian,Single,Heterosexual,Undefined,Woman,No children,2,Low user (3-1)
200576815,1.129021317,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,A,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Black,Single,Heterosexual,Catholic,Man,Children,10,Heavy user (14-8)
200576942,0.82220053,São Paulo,São Paulo,Sudeste,60 +,Higher Education,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Married,Other,Evangelical,Woman,Children,8,Heavy user (14-8)
200577658,0.940058226,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Single,LGBTQIAPN+,Catholic,Woman,No children,6,Medium user (7-4)
200578198,1.117827011,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,4,Medium user (7-4)
200578832,0.934741163,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Single,Heterosexual,Catholic,Man,No children,7,Medium user (7-4)
200578833,1.460803321,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,D/E,Don’t know,Almost always connected,Black,Separated,Heterosexual,Evangelical,Woman,Children,0,No user (0)
200579156,1.124185515,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,1,Low user (3-1)
200579157,1.438310324,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Single,Heterosexual,Spiritist | Kardecist,Man,No children,1,Low user (3-1)
200579326,2.625942107,São Paulo,São Paulo,Sudeste,16 a 24,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,White,Single,LGBTQIAPN+,Atheist / No religion,Other responses,No children,8,Heavy user (14-8)
200581565,1.605713773,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Asian,Single,Heterosexual,Catholic,Man,No children,8,Heavy user (14-8)
200581572,1.70884031,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Married,Heterosexual,Catholic,Woman,Children,9,Heavy user (14-8)
200582549,0.99709412,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Separated,Heterosexual,Evangelical,Woman,Children,5,Medium user (7-4)
200583523,2.640879181,São Paulo,São Paulo,Sudeste,16 a 24,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Single,Heterosexual,Evangelical,Woman,No children,8,Heavy user (14-8)
200583949,1.132466712,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,10,Heavy user (14-8)
200585138,0.814048368,São Paulo,São Paulo,Sudeste,60 +,Secondary,B1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Widowed,Heterosexual,Spiritist | Kardecist,Woman,Children,7,Medium user (7-4)
200585851,1.190808221,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Man,No children,3,Low user (3-1)
200586013,1.448905489,São Paulo,São Paulo,Sudeste,25 a 34,Higher Education,B1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Separated,Heterosexual,Evangelical,Man,No children,7,Medium user (7-4)
200586849,1.926652143,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,White,Married,Heterosexual,Catholic,Woman,Children,6,Medium user (7-4)
200586880,1.34450513,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Asian,Married,Heterosexual,Undefined,Woman,Children,7,Medium user (7-4)
200586920,0.814048368,São Paulo,São Paulo,Sudeste,60 +,Secondary,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Separated,Heterosexual,Catholic,Woman,Children,4,Medium user (7-4)
200586921,0.883917238,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,A,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Black,Single,Heterosexual,Evangelical,Man,No children,7,Medium user (7-4)
200587574,1.940844628,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Single,Other,Evangelical,Man,Children,7,Medium user (7-4)
200587707,2.603883699,São Paulo,São Paulo,Sudeste,60 +,Elementary,C1,"From R$ 4,237.00 to R$ 7,060.00",Never connected,White,Widowed,Heterosexual,Catholic,Woman,Children,0,No user (0)
200588614,1.70884031,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,B1,"From R$ 2,825.00 to R$ 4,236.00",Never connected,White,Married,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
200588757,1.117827011,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Atheist / No religion,Man,Children,1,Low user (3-1)
200589424,2.483163881,São Paulo,São Paulo,Sudeste,25 a 34,Higher Education,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Married,Heterosexual,Afro-Brazilian,Man,Children,4,Medium user (7-4)
200589745,1.69917494,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,B1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,White,Married,Heterosexual,Undefined,Man,Children,1,Low user (3-1)
200590423,1.929867019,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Married,Heterosexual,Catholic,Man,No children,0,No user (0)
200590473,0.99709412,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,D/E,"Up to R$ 1,412.00",Sometimes connected,Mixed,Single,Heterosexual,Undefined,Woman,Children,7,Medium user (7-4)
200592837,0.991454457,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C2,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,Mixed,Married,Heterosexual,Atheist / No religion,Man,Children,0,No user (0)
200593159,1.5193445,São Paulo,São Paulo,Sudeste,60 +,Elementary,D/E,"Up to R$ 1,412.00",Never connected,Mixed,Widowed,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
200593169,1.510750937,São Paulo,São Paulo,Sudeste,60 +,Elementary,C1,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,Mixed,Married,Heterosexual,Atheist / No religion,Man,Children,0,No user (0)
200594812,1.190808221,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,1,Low user (3-1)
200595025,1.795120196,São Paulo,São Paulo,Sudeste,60 +,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Separated,Heterosexual,Afro-Brazilian,Woman,Children,3,Low user (3-1)
200595026,1.197581862,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Single,Heterosexual,Other,Woman,No children,5,Medium user (7-4)
200629502,0.814048368,São Paulo,São Paulo,Sudeste,60 +,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
200629840,0.82220053,São Paulo,São Paulo,Sudeste,60 +,Higher Education,B1,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Black,Separated,Heterosexual,Spiritist | Kardecist,Woman,Children,8,Heavy user (14-8)
200629841,1.117827011,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Single,Heterosexual,Catholic,Man,No children,4,Medium user (7-4)
200629842,1.795120196,São Paulo,São Paulo,Sudeste,60 +,Higher Education,B1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,White,Married,Heterosexual,Catholic,Woman,Children,5,Medium user (7-4)
200629843,2.052440305,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Single,Heterosexual,Atheist / No religion,Woman,No children,1,Low user (3-1)
200630352,2.479027293,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Separated,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
200630697,0.817550083,São Paulo,São Paulo,Sudeste,60 +,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,Black,Married,Heterosexual,Spiritist | Kardecist,Man,No children,0,No user (0)
200631445,0.99709412,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,No children,5,Medium user (7-4)
200631714,0.80944403,São Paulo,São Paulo,Sudeste,60 +,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Widowed,Heterosexual,Catholic,Man,Children,5,Medium user (7-4)
200631884,2.186331906,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,A,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,White,Single,LGBTQIAPN+,Catholic,Man,No children,5,Medium user (7-4)
200632360,1.850456233,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Never connected,Mixed,Single,Heterosexual,Catholic,Man,No children,2,Low user (3-1)
200633154,2.198768357,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,B1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Married,Heterosexual,Catholic,Woman,Children,8,Heavy user (14-8)
200633564,1.532215398,São Paulo,São Paulo,Sudeste,16 a 24,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,4,Medium user (7-4)
200633736,1.510750937,São Paulo,São Paulo,Sudeste,60 +,Elementary,B2,"From R$ 7,061.00 to R$ 14,120.00",Sometimes connected,Mixed,Widowed,Other,Catholic,Man,Children,1,Low user (3-1)
200633746,0.99709412,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Woman,No children,9,Heavy user (14-8)
200633814,1.850456233,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Married,Other,Catholic,Man,Children,2,Low user (3-1)
200634780,2.603883699,São Paulo,São Paulo,Sudeste,60 +,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Widowed,LGBTQIAPN+,Catholic,Woman,Children,0,No user (0)
200634781,2.0408315,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C2,Don’t know,Almost always connected,White,Single,Heterosexual,Atheist / No religion,Other responses,No children,6,Medium user (7-4)
200634810,1.457147258,São Paulo,São Paulo,Sudeste,25 a 34,Higher Education,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,5,Medium user (7-4)
200634961,1.540931056,São Paulo,São Paulo,Sudeste,16 a 24,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,12,Heavy user (14-8)
200635052,1.395132753,São Paulo,São Paulo,Sudeste,60 +,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,White,Widowed,LGBTQIAPN+,Catholic,Woman,Children,8,Heavy user (14-8)
200635229,2.479027293,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,D/E,Don’t know,Always connected,White,Married,Heterosexual,Catholic,Woman,Children,1,Low user (3-1)
200635230,2.086318685,São Paulo,São Paulo,Sudeste,35 a 44,Elementary,D/E,"Up to R$ 1,412.00",Sometimes connected,Mixed,Separated,Heterosexual,Atheist / No religion,Man,Children,2,Low user (3-1)
200635679,1.926652143,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,D/E,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,White,Single,Heterosexual,Evangelical,Woman,No children,8,Heavy user (14-8)
200636179,2.0408315,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B1,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,White,Single,Heterosexual,Atheist / No religion,Man,No children,7,Medium user (7-4)
200636245,1.192630199,São Paulo,São Paulo,Sudeste,60 +,Elementary,B2,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Black,Married,Heterosexual,Afro-Brazilian,Woman,Children,6,Medium user (7-4)
200636351,0.934741163,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Single,Heterosexual,Catholic,Man,No children,2,Low user (3-1)
200637066,1.132466712,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Spiritist | Kardecist,Woman,Children,9,Heavy user (14-8)
200637254,2.603883699,São Paulo,São Paulo,Sudeste,60 +,Elementary,B2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Widowed,Heterosexual,Atheist / No religion,Woman,Children,4,Medium user (7-4)
200637629,2.086318685,São Paulo,São Paulo,Sudeste,35 a 44,Elementary,B1,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Married,Heterosexual,Afro-Brazilian,Man,Children,8,Heavy user (14-8)
200637954,1.124185515,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,9,Heavy user (14-8)
200638212,2.640879181,São Paulo,São Paulo,Sudeste,16 a 24,Higher Education,D/E,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,White,Married,Heterosexual,Catholic,Woman,No children,5,Medium user (7-4)
200638620,0.99709412,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,1,Low user (3-1)
200638852,1.190808221,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Atheist / No religion,Woman,Children,7,Medium user (7-4)
200639381,1.197581862,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Other,Evangelical,Other responses,No children,7,Medium user (7-4)
200640315,1.438310324,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,3,Low user (3-1)
200641173,0.991454457,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,7,Medium user (7-4)
200641411,1.007079366,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,C1,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Black,Single,Heterosexual,Undefined,Woman,No children,0,No user (0)
200641551,0.934741163,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Black,Single,Heterosexual,Atheist / No religion,Man,Children,3,Low user (3-1)
200642118,2.640879181,São Paulo,São Paulo,Sudeste,16 a 24,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,White,Single,Heterosexual,Evangelical,Woman,No children,11,Heavy user (14-8)
200642457,1.124185515,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C1,"Up to R$ 1,412.00",Almost always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,9,Heavy user (14-8)
200643150,1.137338137,São Paulo,São Paulo,Sudeste,25 a 34,Higher Education,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Married,Heterosexual,Evangelical,Man,Children,5,Medium user (7-4)
200643275,1.129021317,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,B1,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Black,Married,Heterosexual,Evangelical,Man,Children,9,Heavy user (14-8)
200643588,1.137338137,São Paulo,São Paulo,Sudeste,25 a 34,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Black,Single,Heterosexual,Spiritist | Kardecist,Man,No children,10,Heavy user (14-8)
200644288,2.479027293,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,A,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,White,Single,Heterosexual,Evangelical,Woman,Children,7,Medium user (7-4)
200644715,2.625942107,São Paulo,São Paulo,Sudeste,16 a 24,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,White,Single,Heterosexual,Afro-Brazilian,Man,No children,6,Medium user (7-4)
200644727,2.479027293,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,B1,"From R$ 28,241.00 to R$ 70,060.00",Almost always connected,White,Single,Heterosexual,Spiritist | Kardecist,Woman,Children,7,Medium user (7-4)
200644728,0.934741163,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Black,Single,Heterosexual,Evangelical,Man,No children,8,Heavy user (14-8)
200645864,1.197581862,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Afro-Brazilian,Woman,No children,10,Heavy user (14-8)
200645978,0.99709412,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Widowed,Heterosexual,Undefined,Woman,Children,4,Medium user (7-4)
200646202,1.192630199,São Paulo,São Paulo,Sudeste,60 +,Elementary,C2,"Up to R$ 1,412.00",Almost always connected,Black,Single,Heterosexual,Evangelical,Woman,No children,4,Medium user (7-4)
200647179,0.883917238,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Black,Single,Heterosexual,Catholic,Man,No children,3,Low user (3-1)
200647465,2.098186234,São Paulo,São Paulo,Sudeste,35 a 44,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,3,Low user (3-1)
200647564,1.197581862,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,7,Medium user (7-4)
200648647,3.171349764,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,C2,"Up to R$ 1,412.00",Always connected,White,Single,LGBTQIAPN+,Spiritist | Kardecist,Man,No children,3,Low user (3-1)
200649031,1.129021317,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Black,Married,Heterosexual,Evangelical,Woman,Children,7,Medium user (7-4)
200649032,1.926652143,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,B2,"From R$ 28,241.00 to R$ 70,060.00",Always connected,White,Separated,Heterosexual,Catholic,Woman,Children,6,Medium user (7-4)
